step,depth,time
30,6,0.6741182804107666
32,2,0.018999814987182617
32,3,0.028008222579956055
32,4,0.024512767791748047
32,5,0.022998809814453125
32,6,0.023969650268554688
34,2,0.0009996891021728516
34,3,0.0020003318786621094
34,4,0.0009996891021728516
34,5,0.0020003318786621094
34,6,0.0009996891021728516
18,2,10.29412031173706
18,3,35.634631633758545
18,4,1155.6629874706268
20,2,6.655900478363037
20,3,22.336409330368042
20,4,514.7703652381897
18,2,6.404541015625
18,3,23.783868312835693
18,4,444.1848466396332
20,2,2.7398135662078857
20,3,12.55686640739441
20,4,311.91973209381104
22,2,1.9314887523651123
22,3,8.995817422866821
22,4,90.15910148620605
24,2,0.9945321083068848
24,3,6.0541205406188965
24,4,49.043402433395386
24,5,166.13528418540955
24,6,864.3431589603424
26,2,0.7705471515655518
26,3,2.4163835048675537
26,4,18.692814111709595
26,5,46.74488115310669
26,6,247.6442334651947
28,2,0.490781307220459
28,3,1.23307466506958
28,4,6.748544692993164
28,5,17.607191562652588
28,6,23.531349897384644
30,2,0.15332818031311035
30,3,0.40369486808776855
30,4,1.0489754676818848
30,5,1.9987175464630127
30,6,3.6605820655822754
32,2,0.03430771827697754
32,3,0.04610419273376465
32,4,0.04286932945251465
32,5,0.04310297966003418
32,6,0.042327165603637695
34,2,0.0009999275207519531
34,3,0.002604246139526367
34,4,0.000997304916381836
34,5,0.0019989013671875
34,6,0.0015134811401367188
18,2,7.219858884811401
18,3,25.205264568328857
18,4,577.1593813896179
20,2,3.7443654537200928
20,3,14.45627236366272
20,4,414.2112398147583
22,2,2.241983413696289
22,3,7.9936463832855225
22,4,109.85084700584412
24,2,1.4098670482635498
24,3,7.467044115066528
24,4,67.21108937263489
24,5,157.18020105361938
24,6,818.047993183136
26,2,0.7358009815216064
26,3,2.1111221313476562
26,4,13.004626035690308
26,5,24.946460485458374
26,6,82.09136271476746
28,2,0.29344844818115234
28,3,0.8785550594329834
28,4,3.678476095199585
28,5,5.563371658325195
28,6,6.868524074554443
30,2,0.13504266738891602
30,3,0.38641834259033203
30,4,0.4395866394042969
30,5,0.5523343086242676
30,6,0.5251970291137695
32,2,0.0161893367767334
32,3,0.01255178451538086
32,4,0.014061927795410156
32,5,0.01249384880065918
32,6,0.01253819465637207
18,2,7.698533296585083
18,3,37.786426305770874
18,4,880.2361340522766
20,2,5.116477727890015
20,3,19.696101665496826
20,4,372.22434997558594
22,2,2.9744036197662354
22,3,10.143534183502197
22,4,139.36647748947144
24,2,1.690218210220337
24,3,6.642687797546387
24,4,85.26264333724976
24,5,170.03110027313232
24,6,1754.5587434768677
26,2,1.0055549144744873
26,3,3.2160017490386963
26,4,26.423540353775024
26,5,47.580865144729614
26,6,224.27544975280762
28,2,0.5170912742614746
28,3,1.4237210750579834
28,4,6.66402006149292
28,5,23.759124279022217
28,6,49.023953437805176
30,2,0.22576236724853516
30,3,0.8031394481658936
30,4,1.8129031658172607
30,5,3.090789794921875
30,6,2.255125045776367
32,2,0.04060935974121094
32,3,0.07190895080566406
32,4,0.05748462677001953
32,5,0.05605721473693848
32,6,0.05643486976623535
34,2,0.0010018348693847656
34,3,0.0009996891021728516
34,4,0.0020008087158203125
34,5,0.0019643306732177734
34,6,0.0010051727294921875
18,2,6.872361660003662
18,3,25.893944263458252
18,4,520.60680103302
20,2,4.293872356414795
20,3,14.798316955566406
20,4,243.0176603794098
22,2,2.8255598545074463
22,3,11.294150114059448
22,4,156.05781316757202
24,2,1.5343945026397705
24,3,4.986793518066406
24,4,54.382248401641846
24,5,142.01451539993286
24,6,933.3682570457458
26,2,0.8909530639648438
26,3,3.8574180603027344
26,4,24.189115524291992
26,5,64.12354302406311
26,6,254.75722575187683
28,2,0.43712925910949707
28,3,1.7267005443572998
28,4,7.252978801727295
28,5,16.630064249038696
28,6,25.49845600128174
30,2,0.06027579307556152
30,3,0.12519502639770508
30,4,0.17203044891357422
30,5,0.14484858512878418
30,6,0.14989399909973145
32,2,0.0021016597747802734
32,3,0.0015637874603271484
32,4,0.0020089149475097656
32,5,0.001990795135498047
32,6,0.002161741256713867
18,2,8.358314037322998
18,3,29.926950931549072
18,4,639.5124847888947
20,2,6.340534925460815
20,3,20.516774654388428
20,4,403.2482976913452
22,2,3.7444138526916504
22,3,18.38383936882019
22,4,304.65285062789917
24,2,2.030008554458618
24,3,6.648152589797974
24,4,68.96978497505188
24,5,166.68113327026367
24,6,1153.2101805210114
26,2,1.128357172012329
26,3,3.4901933670043945
26,4,35.255446672439575
26,5,93.6429135799408
26,6,429.83936381340027
28,2,0.6925878524780273
28,3,1.9541091918945312
28,4,11.929861545562744
28,5,27.663774728775024
28,6,83.86614751815796
30,2,0.2939646244049072
30,3,0.7823951244354248
30,4,2.570049524307251
30,5,7.69491720199585
30,6,15.094971656799316
32,2,0.0756988525390625
32,3,0.12741541862487793
32,4,0.13572978973388672
32,5,0.11913514137268066
32,6,0.12065315246582031
34,2,0.007654666900634766
34,3,0.007807254791259766
34,4,0.006535530090332031
34,5,0.006926298141479492
34,6,0.008506059646606445
18,2,9.083237648010254
18,2,7.914830207824707
18,3,34.06798720359802
18,4,703.5157482624054
20,2,8.890391111373901
20,3,34.960657358169556
20,4,753.0763173103333
22,2,4.77470850944519
22,3,15.598772525787354
22,4,333.72185707092285
24,2,3.130495548248291
24,3,15.304562330245972
24,4,179.25335454940796
24,5,768.5587453842163
24,6,6635.7779150009155
26,2,1.6016640663146973
26,3,13.257233381271362
26,4,114.59907174110413
26,5,377.8965494632721
26,6,1970.2533786296844
28,2,0.8150174617767334
28,3,2.693248987197876
28,4,21.07007932662964
28,5,50.482319831848145
28,6,192.66357135772705
30,2,0.3225712776184082
30,3,0.8066468238830566
30,4,2.5656862258911133
30,5,4.115854501724243
30,6,4.487930774688721
32,2,0.08374285697937012
32,3,0.11059832572937012
32,4,0.0875694751739502
32,5,0.08551263809204102
32,6,0.0854177474975586
18,2,10.98526930809021
18,3,39.054362535476685
18,4,1069.5019900798798
20,2,6.696404933929443
20,3,29.97038984298706
20,4,518.363007068634
22,2,4.005325555801392
22,3,16.591632843017578
22,4,214.82023406028748
24,2,1.9899234771728516
24,3,7.035217046737671
24,4,77.95834493637085
24,5,168.79667377471924
24,6,1824.3142664432526
26,2,1.2327065467834473
26,3,3.7335543632507324
26,4,27.197046518325806
26,5,65.6231575012207
26,6,267.1630766391754
28,2,0.4310164451599121
28,3,1.356804370880127
28,4,7.107208013534546
28,5,11.76109266281128
28,6,22.926420211791992
30,2,0.23375916481018066
30,3,0.7151336669921875
30,4,2.3211910724639893
30,5,3.0180881023406982
30,6,9.610068798065186
32,2,0.08076834678649902
32,3,0.1744837760925293
32,4,0.2873857021331787
32,5,0.24947190284729004
32,6,0.256695032119751
34,2,0.019053936004638672
34,3,0.016558408737182617
34,4,0.015604734420776367
34,5,0.014683723449707031
34,6,0.01488804817199707
18,2,10.398124694824219
18,3,34.82498097419739
18,2,6.816223621368408
18,3,33.2825186252594
18,4,1450.2003934383392
20,2,5.744671106338501
20,3,23.022399425506592
20,4,385.08036184310913
22,2,3.437281608581543
22,3,11.695656299591064
22,4,438.90440106391907
24,2,2.4168784618377686
24,3,9.88200330734253
24,4,105.66869163513184
24,5,311.71258521080017
24,6,2793.7727444171906
26,2,1.2610580921173096
26,3,5.230425119400024
26,4,52.995224714279175
26,5,214.3270444869995
26,6,594.6040089130402
28,2,0.5654716491699219
28,3,1.577479362487793
28,4,8.901015758514404
28,5,23.489413738250732
28,6,76.17692446708679
30,2,0.15341472625732422
30,3,0.4705021381378174
30,4,1.1989831924438477
30,5,2.755847215652466
30,6,2.6249613761901855
32,2,0.023999929428100586
32,3,0.038428544998168945
32,4,0.03439640998840332
32,5,0.030360698699951172
32,6,0.029870986938476562
34,2,0.0020017623901367188
34,3,0.0010006427764892578
34,4,0.0017240047454833984
34,5,0.0015728473663330078
34,6,0.0025103092193603516
18,2,11.2645263671875
18,3,49.74012494087219
18,4,1382.3730990886688
20,2,7.962213516235352
20,3,29.518531799316406
20,4,635.129355430603
22,2,6.384127140045166
22,3,19.91749382019043
22,4,334.7803671360016
24,2,3.681335926055908
24,3,12.323484659194946
24,4,190.10064339637756
24,5,439.75326442718506
24,6,6073.946312189102
26,2,2.0082502365112305
26,3,7.3502516746521
26,4,98.50038862228394
26,5,240.68874287605286
26,6,1792.0401611328125
28,2,0.7873435020446777
28,3,2.6814053058624268
28,4,21.27944278717041
28,5,48.25065302848816
28,6,130.85670280456543
30,2,0.23995208740234375
30,3,0.9076030254364014
30,4,2.7748026847839355
30,5,5.476634502410889
30,6,7.376485586166382
32,2,0.08870697021484375
32,3,0.26419901847839355
32,4,0.42329978942871094
32,5,0.5533971786499023
32,6,0.40833115577697754
34,2,0.03269529342651367
34,3,0.046869754791259766
34,4,0.03795790672302246
34,5,0.04442405700683594
34,6,0.0409388542175293
36,2,0.0010101795196533203
36,3,0.0009992122650146484
36,4,0.0020024776458740234
36,5,0.001997232437133789
36,6,0.0020024776458740234
18,2,9.926541566848755
18,3,33.24723434448242
18,4,986.9230515956879
20,2,4.450846910476685
20,3,14.800799131393433
20,4,259.55900502204895
22,2,2.6223995685577393
22,3,8.379150867462158
22,4,125.61280107498169
24,2,1.4473443031311035
24,3,4.568858861923218
24,4,64.32686114311218
24,5,114.10845232009888
24,6,1068.0014851093292
26,2,0.8085207939147949
26,3,2.673818349838257
26,4,24.009846448898315
26,5,69.9271719455719
26,6,297.2004427909851
28,2,0.34122562408447266
28,3,1.2124264240264893
28,4,4.868982315063477
28,5,8.87113332748413
28,6,17.220125675201416
30,2,0.1463165283203125
30,3,0.344118595123291
30,4,0.8788807392120361
30,5,1.0372734069824219
30,6,0.8866374492645264
32,2,0.05861973762512207
32,3,0.11130309104919434
32,4,0.08079028129577637
32,5,0.08116912841796875
32,6,0.0816354751586914
34,2,0.0019998550415039062
34,3,0.003001689910888672
34,4,0.0030019283294677734
34,5,0.0020999908447265625
34,6,0.0029926300048828125
18,2,8.768841743469238
18,3,30.695778608322144
18,4,768.1287658214569
20,2,5.933391332626343
20,3,27.347649335861206
20,4,507.7300138473511
22,2,3.4373881816864014
22,3,11.13404393196106
22,4,165.93632817268372
24,2,1.7268991470336914
24,3,5.652707099914551
24,4,90.75395250320435
24,5,141.94606590270996
24,6,1623.6621639728546
26,2,0.8939015865325928
26,3,2.89174222946167
26,4,23.86242938041687
26,5,57.70851683616638
26,6,269.93603253364563
28,2,0.5019011497497559
28,3,1.4267096519470215
28,4,8.267663955688477
28,5,19.784789562225342
28,6,64.60087561607361
30,2,0.1797792911529541
30,3,0.42226433753967285
30,4,1.2660717964172363
30,5,2.164642572402954
30,6,3.588958263397217
32,2,0.04613494873046875
32,3,0.11798644065856934
32,4,0.1618022918701172
32,5,0.13971900939941406
32,6,0.13414549827575684
34,2,0.008000373840332031
34,3,0.0069997310638427734
34,4,0.006000041961669922
34,5,0.006671905517578125
34,6,0.0060007572174072266
18,2,8.978782176971436
18,3,30.638668298721313
18,4,924.2225091457367
20,2,5.975234746932983
20,3,24.81633758544922
20,4,414.16316270828247
22,2,3.656696319580078
22,3,11.822277307510376
22,4,198.7199306488037
24,2,1.92681884765625
24,3,5.964788436889648
24,4,79.19112634658813
24,5,183.68340373039246
24,6,1830.807801246643
26,2,0.8077561855316162
26,3,2.3482234477996826
26,4,17.223042964935303
26,5,52.54909586906433
26,6,268.76052689552307
28,2,0.44174909591674805
28,3,1.169351577758789
28,4,9.616743803024292
28,5,20.907874822616577
28,6,68.3930344581604
30,2,0.15042376518249512
30,3,0.40184569358825684
30,4,1.0266203880310059
30,5,1.4321315288543701
30,6,1.1628367900848389
32,2,0.04220247268676758
32,3,0.07017898559570312
32,4,0.04748678207397461
32,5,0.05649614334106445
32,6,0.04701113700866699
34,2,0.0020089149475097656
34,3,0.0018608570098876953
34,4,0.0010075569152832031
34,5,0.001997709274291992
34,6,0.0010082721710205078
18,2,8.177795648574829
18,3,27.2406165599823
18,4,686.9745714664459
20,2,4.9588751792907715
20,3,19.911526441574097
20,4,391.1749978065491
22,2,3.2196664810180664
22,3,23.15138292312622
22,4,219.6641297340393
24,2,2.125030755996704
24,3,21.6232647895813
24,4,275.4182572364807
24,5,613.3393533229828
